Agent_ID,Business_Name,Provider,State,Geo_Zone,LGA,Business_Category,Agent_Tier,KYC_Level,Terminal_Type,Registration_Date,Years_in_Business,Risk_Score,Average_Daily_Customers,Latitude,Longitude
AG008163,"Akinwale, Obi and Ogunleye",OPay,Bauchi,North East,Bauchi West,Market Stall,Gold,Tier 3,Android POS,2024-02-07,0.9,27.2,103,10.273746,9.811716
AG008164,"Ojo, Oshodi and Eze",OPay,Bauchi,North East,Bauchi Central,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2023-10-30,1.2,28.2,34,10.289149,9.776633
AG008165,Obi-Okonkwo,PalmPay,Bauchi,North East,Bauchi Central,Standalone POS Kiosk,Gold,Tier 2,Traditional POS,2024-06-15,0.5,36.4,89,10.34886,9.818297
AG008166,"Ibrahim, Balogun and Adetokunbo",PalmPay,Bauchi,North East,Bauchi Central,Provision Store,Gold,Tier 2,Traditional POS,2020-11-09,4.1,15.7,113,10.252732,9.808798
AG008167,Eze-Obasanjo,OPay,Bauchi,North East,Bauchi West,Market Stall,Silver,Tier 2,Android POS,2019-11-06,5.2,8.2,30,10.32323,9.821061
AG008168,Nnamani LLC,Paga,Bauchi,North East,Bauchi North,Supermarket,Bronze,Tier 2,Android POS,2021-10-03,3.2,62.7,32,10.32477,9.926522
AG008169,Ogunleye Ltd,Moniepoint,Bauchi,North East,Bauchi East,Provision Store,Bronze,Tier 2,Android POS,2019-04-24,5.7,16.7,40,10.255342,9.743387
AG008170,Olawale-Obasanjo,FirstMonie,Bauchi,North East,Bauchi South,Provision Store,Gold,Tier 2,Android POS,2022-03-10,2.8,91.2,84,10.310195,9.863598
AG008171,Obi-Akinwale,OPay,Bauchi,North East,Bauchi West,Supermarket,Gold,Tier 3,Android POS,2022-06-06,2.6,11.8,95,10.295043,9.803781
AG008172,Obi and Sons,PalmPay,Bauchi,North East,Bauchi West,Supermarket,Gold,Tier 1,Traditional POS,2022-05-28,2.6,15.7,93,10.322356,9.897553
AG008173,Okonkwo-Chukwu,Moniepoint,Bauchi,North East,Bauchi North,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2024-06-21,0.5,14.1,26,10.210754,9.835933
AG008174,"Obi, Nnamani and Adetokunbo",Moniepoint,Bauchi,North East,Bauchi South,Provision Store,Platinum,Tier 3,Traditional POS,2022-07-30,2.4,81.0,177,10.248285,9.795817
AG008175,Uche Group,PalmPay,Bauchi,North East,Bauchi Central,Provision Store,Platinum,Tier 3,Traditional POS,2020-07-13,4.5,22.1,161,10.372299,9.851492
AG008176,Akinwale Group,Moniepoint,Bauchi,North East,Bauchi East,Standalone POS Kiosk,Platinum,Tier 3,Android POS,2019-09-30,5.3,94.4,159,10.29829,9.868266
AG008177,Obasanjo LLC,OPay,Bauchi,North East,Bauchi North,Fuel Station,Gold,Tier 3,Android POS,2018-01-03,7.0,58.1,85,10.35513,9.851688
AG008178,Okonkwo Inc,Moniepoint,Bauchi,North East,Bauchi West,Standalone POS Kiosk,Gold,Tier 3,Android POS,2019-03-18,5.8,34.0,80,10.318018,9.809747
AG008179,Obi and Sons,PalmPay,Bauchi,North East,Bauchi East,Mini Mart,Bronze,Tier 2,Traditional POS,2019-08-15,5.4,81.7,16,10.350552,9.867602
AG008180,Olawale-Uche,PalmPay,Bauchi,North East,Bauchi Central,Standalone POS Kiosk,Bronze,Tier 3,Traditional POS,2021-06-09,3.6,61.7,25,10.283402,9.823104
AG008181,"Obasanjo, Obi and Oyekan",FirstMonie,Bauchi,North East,Bauchi North,Provision Store,Silver,Tier 2,Android POS,2022-07-22,2.4,25.4,63,10.282512,9.830395
AG008182,Okonkwo PLC,FirstMonie,Bauchi,North East,Bauchi South,Supermarket,Gold,Tier 1,Traditional POS,2020-05-07,4.7,22.3,98,10.304086,9.776149
AG008183,"Ojo, Adetokunbo and Obi",PalmPay,Bauchi,North East,Bauchi West,Market Stall,Platinum,Tier 3,mPOS,2019-01-31,5.9,84.6,111,10.313255,9.930362
AG008184,"Ekwueme, Adeyemi and Eze",Moniepoint,Bauchi,North East,Bauchi North,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2018-04-07,6.7,32.2,41,10.322239,9.782309
AG008185,Adetokunbo-Okonkwo,OPay,Bauchi,North East,Bauchi Central,Provision Store,Silver,Tier 1,Android POS,2018-05-08,6.7,57.0,48,10.294645,9.855447
AG008186,Ogunleye-Adeyemi,OPay,Bauchi,North East,Bauchi South,Supermarket,Silver,Tier 1,Android POS,2019-05-11,5.6,5.9,75,10.343231,9.874896
AG008187,"Nnamani, Ojo and Abiola",Moniepoint,Bauchi,North East,Bauchi North,Provision Store,Silver,Tier 2,Android POS,2020-01-31,4.9,79.3,52,10.276952,9.920136
AG008188,Olawale Group,Paga,Bauchi,North East,Bauchi Central,Supermarket,Gold,Tier 2,mPOS,2018-10-02,6.3,25.7,100,10.361809,9.853844
AG008189,Adeyemi-Okonkwo,FirstMonie,Bauchi,North East,Bauchi South,Provision Store,Silver,Tier 2,Traditional POS,2023-01-28,1.9,39.8,47,10.377291,9.845316
AG008190,"Okafor, Oyekan and Olawale",Moniepoint,Bauchi,North East,Bauchi Central,Provision Store,Gold,Tier 2,Android POS,2022-09-25,2.3,63.1,93,10.364674,9.760712
AG008191,Olawale PLC,Paga,Bauchi,North East,Bauchi South,Standalone POS Kiosk,Gold,Tier 1,mPOS,2022-07-09,2.5,61.5,91,10.374682,9.822876
AG008192,Okafor LLC,FirstMonie,Bauchi,North East,Bauchi Central,Provision Store,Silver,Tier 3,Traditional POS,2024-09-13,0.3,72.2,52,10.336433,9.810552
AG008193,Akinwale PLC,FirstMonie,Bauchi,North East,Bauchi South,Supermarket,Bronze,Tier 3,Android POS,2021-11-06,3.2,80.7,26,10.243492,9.882126
AG008194,Eze and Sons,Moniepoint,Bauchi,North East,Bauchi East,Restaurant,Silver,Tier 1,mPOS,2022-03-16,2.8,77.6,70,10.192096,9.815526
AG008195,Ekwueme-Olawale,Moniepoint,Bauchi,North East,Bauchi North,Electronics Shop,Platinum,Tier 3,Traditional POS,2021-05-29,3.6,22.8,181,10.370769,9.823972
AG008196,Obasanjo and Sons,OPay,Bauchi,North East,Bauchi East,Mobile Agent,Bronze,Tier 3,Android POS,2024-12-11,0.1,17.9,24,10.358522,9.807277
AG008197,Okonkwo-Adeyemi,Moniepoint,Bauchi,North East,Bauchi West,Pharmacy,Silver,Tier 3,Android POS,2023-05-14,1.6,10.4,51,10.294306,9.780922
AG008198,Okonkwo-Ibrahim,OPay,Bauchi,North East,Bauchi West,Pharmacy,Silver,Tier 2,Android POS,2024-08-27,0.3,42.3,60,10.361844,9.823275
AG008199,Ekwueme Group,Moniepoint,Bauchi,North East,Bauchi Central,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2023-07-06,1.5,11.5,20,10.256581,9.847447
AG008200,"Adeyemi, Ogunleye and Adetokunbo",FirstMonie,Bauchi,North East,Bauchi Central,Supermarket,Bronze,Tier 2,Android POS,2023-08-10,1.4,47.5,31,10.262763,9.874139
AG008201,Adetokunbo-Chukwu,Moniepoint,Bauchi,North East,Bauchi South,Electronics Shop,Silver,Tier 2,Android POS,2021-12-10,3.1,52.3,69,10.343596,9.86321
AG008202,"Ojo, Adeyemi and Oshodi",OPay,Bauchi,North East,Bauchi Central,Standalone POS Kiosk,Gold,Tier 2,Android POS,2020-11-13,4.1,85.1,85,10.207878,9.75759
AG008203,Eze-Adetokunbo,Paga,Bauchi,North East,Bauchi East,Pharmacy,Gold,Tier 3,mPOS,2022-04-21,2.7,53.8,111,10.248441,9.929524
AG008204,Abiola-Ibrahim,FirstMonie,Bauchi,North East,Bauchi West,Market Stall,Bronze,Tier 1,Android POS,2019-02-06,5.9,31.3,35,10.342713,9.847334
AG008205,"Nnamani, Okonkwo and Okonkwo",PalmPay,Bauchi,North East,Bauchi East,Supermarket,Bronze,Tier 1,Android POS,2024-08-01,0.4,5.3,37,10.329068,9.930403
AG008206,"Ogunleye, Okafor and Ekwueme",OPay,Bauchi,North East,Bauchi West,Market Stall,Bronze,Tier 3,Traditional POS,2021-12-08,3.1,6.9,29,10.344916,9.801111
AG008207,Abiola LLC,OPay,Bauchi,North East,Bauchi East,Supermarket,Silver,Tier 1,Android POS,2018-04-22,6.7,56.5,61,10.371809,9.884882
AG008208,Olawale-Ekwueme,OPay,Bauchi,North East,Bauchi East,Provision Store,Gold,Tier 2,Android POS,2018-06-08,6.6,51.9,101,10.324797,9.803599
AG008209,Eze-Okafor,Moniepoint,Bauchi,North East,Bauchi East,Fuel Station,Silver,Tier 2,Android POS,2018-12-22,6.0,10.1,54,10.355442,9.848893
AG008210,"Chukwu, Abiola and Abiola",Moniepoint,Bauchi,North East,Bauchi East,Market Stall,Bronze,Tier 3,Android POS,2020-10-29,4.2,88.4,21,10.348572,9.821922
AG008211,Chukwu-Okonkwo,FirstMonie,Bauchi,North East,Bauchi West,Supermarket,Gold,Tier 2,Traditional POS,2019-01-13,6.0,66.1,103,10.258101,9.865071
AG008212,"Oyekan, Balogun and Uche",OPay,Bauchi,North East,Bauchi Central,Standalone POS Kiosk,Gold,Tier 3,Android POS,2020-10-02,4.3,32.8,88,10.315625,9.813529
AG008213,"Olawale, Ojo and Uche",Moniepoint,Bauchi,North East,Bauchi Central,Standalone POS Kiosk,Platinum,Tier 2,Android POS,2023-02-06,1.9,64.7,194,10.361035,9.8262
AG008214,Abiola Ltd,PalmPay,Bauchi,North East,Bauchi East,Mobile Agent,Bronze,Tier 2,Android POS,2021-10-13,3.2,48.6,25,10.262935,9.770865
AG008215,Adetokunbo LLC,PalmPay,Bauchi,North East,Bauchi North,Electronics Shop,Gold,Tier 2,Android POS,2024-10-08,0.2,88.7,85,10.26233,9.836268
AG008216,Uche-Chukwu,Moniepoint,Bauchi,North East,Bauchi East,Market Stall,Bronze,Tier 2,Android POS,2018-05-21,6.6,36.1,33,10.344825,9.851205
AG008217,"Abiola, Ekwueme and Obi",OPay,Bauchi,North East,Bauchi South,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2021-06-22,3.5,49.2,25,10.275476,9.819608
AG008218,Oshodi-Adetokunbo,OPay,Bauchi,North East,Bauchi West,Provision Store,Platinum,Tier 3,Android POS,2023-01-23,1.9,51.5,201,10.320784,9.857255
AG008219,"Nnamani, Oshodi and Ojo",OPay,Bauchi,North East,Bauchi North,Supermarket,Bronze,Tier 2,Android POS,2024-11-18,0.1,30.8,30,10.361014,9.844742
AG008220,Ojo Ltd,OPay,Bauchi,North East,Bauchi East,Standalone POS Kiosk,Bronze,Tier 1,Traditional POS,2019-01-24,5.9,42.3,26,10.343931,9.826603
AG008221,Balogun PLC,OPay,Bauchi,North East,Bauchi Central,Provision Store,Gold,Tier 2,Android POS,2019-06-10,5.6,78.5,117,10.356442,9.81203
AG008222,Obi-Oyekan,Moniepoint,Bauchi,North East,Bauchi West,Market Stall,Bronze,Tier 1,Traditional POS,2018-04-26,6.7,93.8,24,10.309743,9.8742
AG008223,Balogun Group,Moniepoint,Bauchi,North East,Bauchi West,Pharmacy,Gold,Tier 3,Android POS,2022-12-26,2.0,53.6,102,10.388467,9.797549
AG008224,Oshodi LLC,OPay,Bauchi,North East,Bauchi Central,Provision Store,Bronze,Tier 2,Android POS,2023-08-19,1.4,94.9,33,10.284953,9.808953
AG008225,Chukwu-Ibrahim,Moniepoint,Bauchi,North East,Bauchi North,Provision Store,Bronze,Tier 3,Android POS,2023-03-13,1.8,76.7,18,10.383519,9.909073
AG008226,"Ekwueme, Okonkwo and Olawale",Paga,Bauchi,North East,Bauchi South,Market Stall,Gold,Tier 3,Traditional POS,2024-05-03,0.7,62.4,101,10.412881,9.837998
AG008227,Oyekan-Oyekan,PalmPay,Bauchi,North East,Bauchi East,Standalone POS Kiosk,Bronze,Tier 3,Android POS,2024-01-04,1.0,87.5,44,10.39123,9.7777
AG008228,"Abiola, Obi and Uche",OPay,Bauchi,North East,Bauchi Central,Standalone POS Kiosk,Bronze,Tier 2,Traditional POS,2020-11-03,4.2,58.4,25,10.367855,9.917083
AG008229,"Obi, Adeyemi and Obi",OPay,Bauchi,North East,Bauchi West,Market Stall,Silver,Tier 3,Android POS,2019-04-27,5.7,72.1,38,10.285574,9.906663
AG008230,Akinwale-Okafor,Moniepoint,Bauchi,North East,Bauchi West,Standalone POS Kiosk,Bronze,Tier 1,mPOS,2023-07-05,1.5,24.8,19,10.335171,9.864182
AG008231,Uche-Balogun,Moniepoint,Bauchi,North East,Bauchi North,Provision Store,Bronze,Tier 3,Traditional POS,2023-01-25,1.9,35.8,30,10.308598,9.820605
AG008232,Olawale-Oshodi,Moniepoint,Bauchi,North East,Bauchi South,Standalone POS Kiosk,Silver,Tier 3,Android POS,2019-10-29,5.2,38.3,51,10.342562,9.86991
AG008233,Okafor LLC,PalmPay,Bauchi,North East,Bauchi Central,Supermarket,Bronze,Tier 2,Traditional POS,2021-04-04,3.7,80.7,35,10.321781,9.8209
AG008234,Ojo-Ogunleye,PalmPay,Bauchi,North East,Bauchi West,Standalone POS Kiosk,Bronze,Tier 3,Android POS,2021-09-19,3.3,17.2,32,10.351605,9.826374
AG008235,Ibrahim Group,FirstMonie,Bauchi,North East,Bauchi East,Provision Store,Bronze,Tier 1,mPOS,2019-03-26,5.8,70.5,23,10.352106,9.84708
AG008236,"Balogun, Ekwueme and Obasanjo",PalmPay,Bauchi,North East,Bauchi North,Restaurant,Bronze,Tier 2,mPOS,2018-11-11,6.1,57.7,22,10.413087,9.846195
AG008237,Obi LLC,FirstMonie,Bauchi,North East,Bauchi North,Standalone POS Kiosk,Gold,Tier 2,Traditional POS,2023-05-29,1.6,6.6,86,10.310368,9.814546
AG008238,Akinwale-Nnamani,Paga,Bauchi,North East,Bauchi East,Standalone POS Kiosk,Bronze,Tier 1,Android POS,2020-10-17,4.2,83.5,31,10.351337,9.759137
AG008239,"Okafor, Adetokunbo and Eze",Paga,Bauchi,North East,Bauchi Central,Mobile Agent,Gold,Tier 2,mPOS,2022-05-06,2.7,89.4,115,10.297516,9.837101
AG008240,Akinwale-Obasanjo,OPay,Bauchi,North East,Bauchi North,Standalone POS Kiosk,Silver,Tier 1,Traditional POS,2022-03-24,2.8,19.8,51,10.346188,9.830942
AG008241,Balogun Ltd,Moniepoint,Bauchi,North East,Bauchi Central,Market Stall,Bronze,Tier 2,mPOS,2021-05-23,3.6,88.0,26,10.365364,9.823519
AG008242,Obi-Abiola,Moniepoint,Bauchi,North East,Bauchi North,Standalone POS Kiosk,Silver,Tier 3,Android POS,2020-07-04,4.5,29.3,77,10.273122,9.915357
AG008243,"Ojo, Balogun and Olawale",Paga,Bauchi,North East,Bauchi South,Provision Store,Silver,Tier 2,Android POS,2024-07-18,0.5,26.0,57,10.361114,9.848054
AG008244,"Okonkwo, Okonkwo and Oyekan",Moniepoint,Bauchi,North East,Bauchi East,Market Stall,Silver,Tier 2,mPOS,2020-07-25,4.4,74.0,46,10.369452,9.840827
AG008245,Okafor-Ibrahim,Moniepoint,Bauchi,North East,Bauchi East,Fuel Station,Gold,Tier 1,Android POS,2019-04-21,5.7,54.6,72,10.342332,9.946267
AG008246,Ogunleye-Oshodi,OPay,Bauchi,North East,Bauchi Central,Provision Store,Silver,Tier 2,Android POS,2019-11-05,5.2,49.6,69,10.327996,9.773487
AG008247,"Balogun, Obi and Olawale",PalmPay,Bauchi,North East,Bauchi North,Standalone POS Kiosk,Silver,Tier 2,Android POS,2019-06-25,5.5,32.8,62,10.331454,9.91022
AG008248,Balogun-Okafor,FirstMonie,Bauchi,North East,Bauchi West,Provision Store,Platinum,Tier 1,mPOS,2024-04-24,0.7,47.3,141,10.42112,9.740224
AG008249,Obasanjo-Oyekan,OPay,Bauchi,North East,Bauchi Central,Electronics Shop,Bronze,Tier 2,mPOS,2022-11-30,2.1,51.5,31,10.253645,9.875857
AG008250,Adeyemi PLC,Moniepoint,Bauchi,North East,Bauchi East,Market Stall,Silver,Tier 2,Traditional POS,2022-02-10,2.9,63.1,68,10.379116,9.786001
AG008251,Oshodi PLC,PalmPay,Bauchi,North East,Bauchi East,Electronics Shop,Bronze,Tier 2,Traditional POS,2018-03-26,6.8,35.1,24,10.291733,9.839699
AG008252,Balogun Ltd,OPay,Bauchi,North East,Bauchi West,Market Stall,Bronze,Tier 2,Traditional POS,2022-02-17,2.9,84.7,28,10.353258,9.876497
AG008253,Adeyemi-Uche,Moniepoint,Bauchi,North East,Bauchi West,Pharmacy,Silver,Tier 3,mPOS,2019-03-12,5.8,93.2,47,10.325995,9.812692
AG008254,Ojo-Chukwu,FirstMonie,Bauchi,North East,Bauchi East,Standalone POS Kiosk,Bronze,Tier 3,Android POS,2023-04-25,1.7,22.0,20,10.294136,9.789376
AG008255,Okafor-Ekwueme,PalmPay,Bauchi,North East,Bauchi Central,Pharmacy,Silver,Tier 3,Traditional POS,2021-02-16,3.9,43.4,50,10.324561,9.82868
AG008256,"Ibrahim, Balogun and Balogun",Moniepoint,Bauchi,North East,Bauchi East,Standalone POS Kiosk,Bronze,Tier 1,Android POS,2024-04-01,0.8,60.1,27,10.329061,9.832445
AG008257,Ekwueme Inc,Moniepoint,Bauchi,North East,Bauchi East,Pharmacy,Gold,Tier 1,mPOS,2018-10-02,6.3,75.1,76,10.299819,9.848502
AG008258,Adetokunbo-Olawale,Moniepoint,Bauchi,North East,Bauchi Central,Standalone POS Kiosk,Silver,Tier 1,mPOS,2018-12-24,6.0,69.2,33,10.336025,9.770501
AG008259,"Ekwueme, Nnamani and Ojo",FirstMonie,Bauchi,North East,Bauchi South,Restaurant,Bronze,Tier 2,Traditional POS,2022-01-04,3.0,10.7,23,10.24866,9.910651
AG008260,Ojo-Ekwueme,OPay,Bauchi,North East,Bauchi East,Mini Mart,Gold,Tier 2,Android POS,2022-07-02,2.5,62.5,115,10.284046,9.941283
AG008261,Adetokunbo and Sons,Moniepoint,Bauchi,North East,Bauchi West,Standalone POS Kiosk,Gold,Tier 3,Android POS,2020-09-23,4.3,34.7,112,10.315011,9.838504
AG008262,Akinwale-Olawale,Moniepoint,Bauchi,North East,Bauchi North,Fuel Station,Silver,Tier 2,mPOS,2019-05-11,5.6,16.2,64,10.351298,9.851653
AG008263,Uche-Olawale,OPay,Bauchi,North East,Bauchi Central,Supermarket,Bronze,Tier 2,Android POS,2019-10-26,5.2,43.3,29,10.305463,9.902625
AG008264,"Nnamani, Ibrahim and Oyekan",Moniepoint,Bauchi,North East,Bauchi Central,Pharmacy,Silver,Tier 1,Traditional POS,2024-05-25,0.6,86.5,45,10.300944,9.810022
AG008265,"Adeyemi, Adeyemi and Eze",OPay,Bauchi,North East,Bauchi North,Standalone POS Kiosk,Platinum,Tier 1,Android POS,2020-03-15,4.8,29.2,168,10.226404,9.8842
AG008266,Oshodi-Obi,OPay,Bauchi,North East,Bauchi East,Standalone POS Kiosk,Gold,Tier 2,mPOS,2024-02-15,0.9,90.5,87,10.242642,9.893088
AG008267,"Chukwu, Okonkwo and Ibrahim",FirstMonie,Bauchi,North East,Bauchi South,Fuel Station,Platinum,Tier 3,Traditional POS,2024-04-01,0.8,37.5,207,10.404694,9.83404
AG008268,Ogunleye-Adeyemi,PalmPay,Bauchi,North East,Bauchi South,Market Stall,Silver,Tier 2,mPOS,2023-05-12,1.6,33.6,43,10.215781,9.858402
AG008269,"Ekwueme, Akinwale and Adetokunbo",Moniepoint,Bauchi,North East,Bauchi Central,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2020-01-30,4.9,44.9,28,10.323086,9.81381
AG008270,Uche and Sons,Moniepoint,Bauchi,North East,Bauchi West,Pharmacy,Silver,Tier 1,Traditional POS,2022-08-20,2.4,47.7,56,10.404913,9.836076
AG008271,Ojo-Ojo,OPay,Bauchi,North East,Bauchi Central,Standalone POS Kiosk,Bronze,Tier 2,Traditional POS,2024-04-11,0.7,35.9,37,10.344858,9.876762
AG008272,Ogunleye Inc,PalmPay,Bauchi,North East,Bauchi Central,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2020-08-09,4.4,23.3,24,10.296765,9.909155
AG008273,Okafor Group,PalmPay,Bauchi,North East,Bauchi North,Electronics Shop,Gold,Tier 1,Traditional POS,2019-08-27,5.4,81.6,112,10.294082,9.839491
AG008274,Ojo-Obasanjo,FirstMonie,Bauchi,North East,Bauchi South,Supermarket,Silver,Tier 2,Android POS,2019-06-30,5.5,82.2,41,10.286113,9.780633
AG008275,"Okafor, Abiola and Okonkwo",Moniepoint,Bauchi,North East,Bauchi East,Supermarket,Silver,Tier 2,Traditional POS,2018-02-15,6.9,14.7,50,10.334899,9.888306
AG008276,Oshodi-Ekwueme,Moniepoint,Bauchi,North East,Bauchi South,Standalone POS Kiosk,Silver,Tier 1,mPOS,2018-09-03,6.3,38.0,49,10.358408,9.79038
AG008277,"Abiola, Okonkwo and Adetokunbo",OPay,Bauchi,North East,Bauchi West,Provision Store,Gold,Tier 3,Android POS,2018-02-19,6.9,85.5,105,10.403619,9.899882
AG008278,Chukwu-Akinwale,PalmPay,Bauchi,North East,Bauchi Central,Restaurant,Silver,Tier 2,Android POS,2023-11-19,1.1,9.5,47,10.241397,9.830713
AG008279,Obi Ltd,PalmPay,Bauchi,North East,Bauchi South,Standalone POS Kiosk,Silver,Tier 1,Android POS,2024-07-26,0.4,19.1,64,10.344031,9.847996
AG008280,Ojo Group,Moniepoint,Bauchi,North East,Bauchi West,Standalone POS Kiosk,Gold,Tier 2,Android POS,2018-02-06,6.9,42.1,104,10.282645,9.889819
AG008281,Obasanjo-Balogun,Paga,Bauchi,North East,Bauchi South,Standalone POS Kiosk,Bronze,Tier 3,Android POS,2019-07-16,5.5,20.3,27,10.322549,9.898135
AG008282,Oyekan Inc,Moniepoint,Bauchi,North East,Bauchi South,Restaurant,Platinum,Tier 3,Android POS,2020-09-25,4.3,51.0,176,10.322146,9.916224
AG008283,"Ekwueme, Ibrahim and Ibrahim",Moniepoint,Bauchi,North East,Bauchi East,Market Stall,Silver,Tier 2,Android POS,2020-05-24,4.6,38.1,35,10.360506,9.833905
AG008284,Ogunleye-Abiola,Moniepoint,Bauchi,North East,Bauchi North,Mobile Agent,Gold,Tier 1,Traditional POS,2023-04-29,1.7,55.0,129,10.301778,9.84744
AG008285,"Ogunleye, Oyekan and Adeyemi",Moniepoint,Bauchi,North East,Bauchi East,Standalone POS Kiosk,Platinum,Tier 2,Android POS,2023-05-15,1.6,10.6,191,10.375494,9.821818
AG008286,Oshodi-Abiola,PalmPay,Bauchi,North East,Bauchi North,Market Stall,Silver,Tier 2,Android POS,2019-02-10,5.9,38.5,46,10.409823,9.901035
AG008287,"Ojo, Abiola and Uche",Moniepoint,Bauchi,North East,Bauchi North,Provision Store,Silver,Tier 3,Traditional POS,2022-05-08,2.7,75.5,56,10.299477,9.846508
AG008288,"Obi, Ibrahim and Oyekan",OPay,Bauchi,North East,Bauchi West,Standalone POS Kiosk,Bronze,Tier 3,Android POS,2024-01-27,0.9,59.4,34,10.229534,9.848449
AG008289,"Oshodi, Adetokunbo and Okonkwo",Moniepoint,Bauchi,North East,Bauchi Central,Standalone POS Kiosk,Gold,Tier 3,Android POS,2019-08-22,5.4,79.7,84,10.322985,9.84404
AG008290,"Ogunleye, Ogunleye and Okonkwo",Moniepoint,Bauchi,North East,Bauchi North,Restaurant,Bronze,Tier 2,Android POS,2023-09-20,1.3,25.5,29,10.388442,9.923469
AG008291,"Uche, Obasanjo and Eze",Paga,Bauchi,North East,Bauchi North,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2018-10-06,6.2,19.4,25,10.283536,9.84805
AG008292,Chukwu Ltd,FirstMonie,Bauchi,North East,Bauchi East,Market Stall,Silver,Tier 2,Traditional POS,2023-10-04,1.2,65.5,65,10.328779,9.843019
AG008293,Adeyemi-Balogun,OPay,Bauchi,North East,Bauchi Central,Mini Mart,Bronze,Tier 3,Android POS,2024-05-07,0.7,89.6,26,10.265083,9.699138
AG008294,"Akinwale, Ojo and Olawale",OPay,Bauchi,North East,Bauchi North,Supermarket,Bronze,Tier 2,Traditional POS,2020-10-08,4.2,51.5,32,10.328006,9.860872
AG008295,"Adetokunbo, Ekwueme and Okonkwo",FirstMonie,Bauchi,North East,Bauchi East,Standalone POS Kiosk,Bronze,Tier 1,Android POS,2022-01-21,2.9,26.7,27,10.282931,9.782502
AG008296,Adetokunbo-Abiola,PalmPay,Bauchi,North East,Bauchi North,Mini Mart,Silver,Tier 2,Traditional POS,2020-12-11,4.1,75.9,54,10.302482,9.812757
AG008297,Adeyemi Inc,PalmPay,Bauchi,North East,Bauchi East,Market Stall,Bronze,Tier 2,Android POS,2018-09-02,6.3,35.5,16,10.3198,9.838844
AG008298,Obi-Obasanjo,OPay,Bauchi,North East,Bauchi East,Fuel Station,Silver,Tier 2,Traditional POS,2018-06-25,6.5,83.2,44,10.260419,9.811673
AG008299,"Okonkwo, Oshodi and Abiola",OPay,Bauchi,North East,Bauchi South,Standalone POS Kiosk,Bronze,Tier 1,mPOS,2022-06-05,2.6,16.8,21,10.298202,9.877754
AG008300,"Obasanjo, Obi and Ibrahim",OPay,Bauchi,North East,Bauchi Central,Standalone POS Kiosk,Bronze,Tier 3,Android POS,2020-02-28,4.8,44.7,26,10.319264,9.839489
AG008301,"Olawale, Obasanjo and Akinwale",OPay,Bauchi,North East,Bauchi South,Standalone POS Kiosk,Silver,Tier 3,Traditional POS,2022-05-20,2.6,51.7,61,10.351553,9.802618
AG008302,Oshodi Inc,OPay,Bauchi,North East,Bauchi East,Provision Store,Bronze,Tier 1,mPOS,2024-10-19,0.2,88.1,32,10.295638,9.798209
AG008303,"Eze, Ojo and Ogunleye",FirstMonie,Bauchi,North East,Bauchi North,Provision Store,Silver,Tier 3,Android POS,2019-06-06,5.6,7.1,73,10.349791,9.796522
AG008304,Okafor Group,Moniepoint,Bauchi,North East,Bauchi East,Standalone POS Kiosk,Gold,Tier 2,Android POS,2024-11-23,0.1,92.5,107,10.336756,9.775733
AG008305,Ekwueme Ltd,Moniepoint,Bauchi,North East,Bauchi West,Standalone POS Kiosk,Platinum,Tier 2,Android POS,2022-07-24,2.4,53.8,203,10.252031,9.885894
AG008306,Akinwale Group,Moniepoint,Bauchi,North East,Bauchi North,Provision Store,Silver,Tier 3,Android POS,2020-09-15,4.3,75.6,44,10.32725,9.896306
